Фирма,Область,Код области,Товар,Код товара,ЕИ,Производитель,Количество,Поставщик
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",115,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",102,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",37,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",10,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",16,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",211,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",31,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",266,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",292,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",19,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",23,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ИВАНО-ФРАНКОВСКАЯ,201,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",419,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,173.0011,УП,"Астра Зенека Фармасьютикалс ЛП,США/Астра Зенека ЮК Лiмiтед, Великобританiя",55,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",141,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",717,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",526,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",86,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",25,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",564,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер Спец1,5371013.0,УП,"Астра Зенека  АБ, Швеція",64,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",21,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",162,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",54,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Золадекс капс.д / підшк.введен.прол.дії 10.8мг шпр.-аплік.з зах.мех.N1 Смотка 2 уп *,5585008.0,УП,"Астра Зенека ЮК Лімітед, Великобританія",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,173.0001,УП,"Астра Зенека ЮК Лімітед, Великобританія",56,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",48,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Касодекс® табл. в / пл.об.150мг N28 *,173.0028,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",26,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",202,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",962,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",887,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",994,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",1037,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",388,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Лінпарза .табл.вк/пл.об.100мг №56(7х8) блістер Акція,4727003.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Лінпарза табл.вк/пл.об.100мг №56(7х8) блістер,4727001.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Лінпарза табл.вк/пл.об.150мг \№56(7х8) блістер,4727002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Лінпарза табл.вк/пл.об.150мг №56(7х8) блістер Акція,4727004.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",113,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",44,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",154,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",558,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",151,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",932,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",33,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",18,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",3448,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",153,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",343,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Фазлодекс р-н д / ін 250мг / 5мл предв.заполн.шпріц 5мл N2 з 2-ма стер.ігламі*,173.0092,УП,"Астра Зенека ЮК Лімітед, Велика Британія",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИЕВСКАЯ,202,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",3901,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",10,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",9,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",37,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",17,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",10,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",14,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",21,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",10,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",4,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",7,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",88,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",27,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",65,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Сероквель XR табл.прол.дії50мг N60 (10х6) блістер,173.005,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",214,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Симбікорт Турбухалер пор.д / інг.320мкг / 9мкг / доза 60 доз ***,5371001.0,УП,"Астра Зенека  АБ, Швеція",11,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Симбікорт Турбухалер пор.д / інг.80мкг / 4.5мкг / доза 60 доз ***,173.0038,УП,"Астра Зенека  АБ, Швеція",33,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",КИРОВОГРАДСКАЯ,203,Форксіга табл.в / пл.об.10мг №30 (10х3) блістер*,5581002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",77,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Аримідекс табл.в / пл.об. 1 мг N28 (14х2) блістер *,173.0011,УП,"Астра Зенека Фармасьютикалс ЛП,США/Астра Зенека ЮК Лiмiтед, Великобританiя",3,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Беталок ЗОК табл.в / пл.об. з упов.вив.100мг N30 фл. *,173.0021,УП,"Астра Зенека  АБ, Швеція",48,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Беталок ЗОК табл.в / пл.об. з упов.вив.25мг N14 блістер *,173.0024,УП,"Астра Зенека  АБ, Швеція",217,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Беталок ЗОК табл.в / пл.об. з упов.вив.50мг N30 фл. *,173.002,УП,"Астра Зенека  АБ, Швеція",239,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Беталок р-н д / ін.1мг / мл 5 мл амп. N5 *,173.0022,УП,"Сенексі, Франція",108,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Брилінта табл. в / пл.об. 60мг №56 (14х4) блістер,5371007.0,УП,"Астра Зенека  АБ, Швеція",15,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Брилінта табл. в / пл.об. 90мг №56 (14х4) блістер,173.0088,УП,"Астра Зенека  АБ, Швеція",472,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Будесонід Астразенека сусп.д/расп.0.25 мг/мл 2мл конт.конв.№20(5х4) карт уп*,6503002.0,УП,"АстраЗенека АБ, Швеція",6,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Будесонід Астразенека сусп.д/расп.0.5 мг/мл конт.конв.№20(5х4) карт уп***,6503001.0,УП,"АстраЗенека АБ, Швеція",82,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Золадекс капс.д / підшк.введ.прол.дії10.8мг шпр.-аплік.з зах.мех.N1 *,173.0029,УП,"Астра Зенека ЮК Лімітед, Великобританія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Золадекс капс.д / підшк.введен.прол.дії 3.6мг шпр.-аплік.з зах.мех.N1 *,173.0001,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Касодекс табл. в / пл.об. 50мг N28 (14х2) блістер *,173.0007,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Касодекс® табл. в / пл.об.150мг N28 *,173.0028,УП,"Корден Фарма С.п.А (""in bulk"" пак.), Італія ( Астра Зенека ЮК Лімітед, Великобританія)",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Комбогліза XR табл. в / пл.об. 5 мг / 1000мг №28 (7х4),5543005.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",5,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Крестор табл. в / пл.об. 40мг N28 (7х4),173.0097,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",335,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Крестор табл. в / пл.об. 5мг N28 (14х2) блістер,173.0087,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",185,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Крестор табл.в / пл.об. 20мг N28 (14х2) блістер,173.0026,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",435,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Крестор табл.в / пл.об.10мг N28 (14х2),173.0025,УП,"АйПіЕр Фармасьютикалс Інк.( из""in bulk""), Пуерто-Ріко,США/АстраЗенека ЮК Лімітед,Великобританія",329,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Ксігдуо Пролонг табл.в / пл.об.прол.дії 10 / 1000мг №28 (7х4) блістер,5543002.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",459,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Ксігдуо Пролонг табл.в / пл.об.прол.дії 5 / 1000мг №28 (7х4) блістер,5543003.0,УП,"АстраЗенека Фармасьютикалс ЛП, США ",76,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Лінпарза табл.вк/пл.об.150мг \№56(7х8) блістер,4727002.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Лінпарза табл.вк/пл.об.150мг №56(7х8) блістер Акція,4727004.0,УП,"Астра Зенека ЮК Лімітед, Велика Британія",2,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Онгліза табл.в / пл.об. 5мг N30 (10х3) блістер,173.0054,УП,"Астра Зенека ЮК Лімітед, Велика Британія",36,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Пульмікорт Турбухалер пор.д / інг. 100 мкг / доза 200 доз ***,173.0046,УП,"Астра Зенека  АБ, Швеція",16,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Пульмікорт Турбухалер пор.д / інг. 200мкг / доза 100 доз ***,173.0045,УП,"Астра Зенека  АБ, Швеція",24,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) *,173.0033,УП,"Астра Зенека  АБ, Швеція",350,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Пульмікорт сусп.д / розп.0.25мг / мл 2 мл N20 (5х4) Смотка 1+1 **,5371011.0,УП,"Астра Зенека  АБ, Швеція",53,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Пульмікорт сусп.д / розп.0.5мг / мл 2 мл N20 (5х4) ***,173.0034,УП,"Астра Зенека  АБ, Швеція",453,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Сероквель XR табл.прол.дії 200мг N60 (10х6) блістер,173.0053,УП,"Астра Зенека ЮК Лімітед, Великобританія",1,АСТРАЗЕНЕКА АБ (632)
"ТОВ ""БаДМ""",ЛЬВОВСКАЯ,205,Симбікорт Турбухалер пор.д / інг.160мкг / 4.5мкг / доза 60 доз ***,173.0031,УП,"Астра Зенека  АБ, Швеція",1881,АСТРАЗЕНЕКА АБ (632)
